40	0x2F1B5044e15cEa3Aed14fBb24De1B80898a849b9	500,000 ASTR	0.0066% Market Cap	0 Transactions sent
41	0x50466664f757fecd50dfba6fC39EF5388DDB09Be	482,790 ASTR	0.0063% Market Cap	0 Transactions sent
42	0xA4FB337ea2acfAE98e5E667C33D6Cb9b596fB32b	463,786 ASTR	0.0061% Market Cap	0 Transactions sent
43	0x3B9548359E9f9C225d5B447111026463A0e17e83	432,564.107253228459027012 ASTR	0.0057% Market Cap	3510 Transactions sent
44	WETH (0x9da4a3–2022de)	427,538.861424999999919 ASTR	0.0056% Market Cap	0 Transactions sent
45	0xC652bBA6D7265c16fd9ba06B54E5E3726d942461	426,559.327303003235456034 ASTR	0.0056% Market Cap	74 Transactions sent
46	0xFa4b5Ca4F76041526bb7D6F77cF58801Bd96b8Ed	424,445 ASTR	0.0056% Market Cap	0 Transactions sent
47	0x1526294E771C773a6D1177E96E3e4fD66d15ce10	414,859.889147195604 ASTR	0.0054% Market Cap	3 Transactions sent
48	0x54c9530364140892F6f7B43C3129563f9658C97a	414,531 ASTR	0.0054% Market Cap	0 Transactions sent
49	0x624eD28e12d3d010929cb2A400af73656D1f13dc	400,000.00000420220998158 ASTR	0.0052% Market Cap	101 Transactions sent
50	0x9e89Efc48d6dF1B890ba48EbF1df29d142606F10	399,999.999999999999 ASTR	0.0052% Market Cap	0 Transactions sent
51	0x768F2A7CcdFDe9eBDFd5Cea8B635dd590Cb3A3F1	399,999.999806504802 ASTR	0.0052% Market Cap	1 Transactions sent
52	0x90a9a22E2640171BB075942a8A00Bd1e2343F30f	392,652.10603710742088109 ASTR	0.0052% Market Cap	212 Transactions sent
53	AstarCats (0xa72953–069c24)	376,791.5499999999987 ASTR	0.0049% Market Cap	0 Transactions sent
54	0x9c03067fD3B96f9Da55a2C7C200Dd4B0e15d31cf	369,195 ASTR	0.0048% Market Cap	0 Transactions sent
55	0x364Df736E604cBb946A9c47149821f652afAb518	367,147.159999999999 ASTR	0.0048% Market Cap	0 Transactions sent
56	0x991aBac0D18ADDAfC1b901B7c5060877CB896D44	359,210.212831466556016444 ASTR	0.0047% Market Cap	82 Transactions sent
57	0x95058dEf9218898D950a6bEE873bb16FD5153427	356,001.53383815013929972 ASTR	0.0047% Market Cap	366 Transactions sent
58	0x3A439C862055D3e8b8608a26f7c7b26E3007933D	349,936.903538299998 ASTR	0.0046% Market Cap	1 Transactions sent
59	0x9ed28627cF66113CE872878Bd0a027a5B3bAf2f0	346,569.999999999999 ASTR	0.0045% Market Cap	0 Transactions sent
60	0xb930258CB5107b9f54fb3Ec8bD180eD8b361354e	330,161.906451764260922394 ASTR	0.0043% Market Cap	9 Transactions sent
61	0x22Ce47EBbC62319916F9238Bd2F0197761441110	328,650 ASTR	0.0043% Market Cap	0 Transactions sent
62	0xee3264811803dcC3C52ee4Ff7a8d58C9B55f49f2	326,526.224 ASTR	0.0043% Market Cap	0 Transactions sent
63	0x59A8518280bE0412a185631a1e54B17755b0CC72	323,503.34628484306671378 ASTR	0.0042% Market Cap	1418 Transactions sent
64	0x88b7a44CECD526cd2D424B0A4Cc2bbB26341Dd8f	310,061.320102255705197141 ASTR	0.0041% Market Cap	96 Transactions sent
65	0x3E423D92acf9374cc456725443f36de0E81f06c6	300,300 ASTR	0.0039% Market Cap	0 Transactions sent
66	0x8232aA7A0B881366a0d62C98d6510C661a1755B5	300,002.424 ASTR	0.0039% Market Cap	0 Transactions sent
67	0x5b358d27D2e2681fef2078fd867233E6c95ac202	299,999.999999999999 ASTR	0.0039% Market Cap	0 Transactions sent
68	0x60f640e918b45ba9609e5827219Fd26234DFB2Ac	299,900 ASTR	0.0039% Market Cap	0 Transactions sent
69	0xbe24a1cc65390F04FBF392BfC1656Bb313B7031d	299,630.003216849999314571 ASTR	0.0039% Market Cap	219 Transactions sent
70	0xaEA15CAe9F59BdB47aaAcaa68eb3D94E0e150E72	292,111 ASTR	0.0038% Market Cap	0 Transactions sent
71	0x93AcFB76074246F6a840f505dE82De9CF06c8B3F	280,185.854613197129978324 ASTR	0.0037% Market Cap	465 Transactions sent
72	0x16b82fAa45501Eb7894aEf77F1B488CAA18653C9	278,958.783969124014789987 ASTR	0.0037% Market Cap	888 Transactions sent
73	0xd8438C11c3C0937B8E55C2cDe87BFBf87A4B2CC8	261,600 ASTR	0.0034% Market Cap	0 Transactions sent
74	0xeBfCfBac1bd95Fcd4fDE4796a89361B6E58ceCC5	257,056.598008513806275717 ASTR	0.0034% Market Cap	3 Transactions sent
75	0xD59C89626A824B530d0657EB64495964755fC007	256,668.092790298615888078 ASTR	0.0034% Market Cap	10 Transactions sent
76	0xb11F705E95643F96657B37B7d059D1438c698303	253,712.641599999999 ASTR	0.0033% Market Cap	0 Transactions sent
77	0x57d060b3650f238BD791F12bc438200Ded3BBf3A	253,642.002189 ASTR	0.0033% Market Cap	44 Transactions sent
78	0x44bC1E612e11d0Acd2c43218Ea55717aC28e3a40	249,659.499999999999 ASTR	0.0033% Market Cap	0 Transactions sent
79	0x2CEd6ef55BdC2B3547fD805474D81336682Ca2aF	241,120 ASTR	0.0032% Market Cap	0 Transactions sent
80	0x827Dc261436519a99ba02112B89fD449F4Fd8d39	240,000 ASTR	0.0031% Market Cap	0 Transactions sent
81	0xC94E963a2126aD3A9Ab7Cb21438180F3265D4737	239,079.998906856020997 ASTR	0.0031% Market Cap	5 Transactions sent
82	0x0AC344fDb0e582E1b6dF9353F3DD06f0Ed8c5515	236,989.410999999999 ASTR	0.0031% Market Cap	0 Transactions sent
83	0x5e094f7124E7cefAc9f37F4738bA48F60DdFC898	233,000 ASTR	0.0031% Market Cap	0 Transactions sent
84	0xc8681Cb9EAF2a3687573022D038bF41BCE6A76F2	231,201 ASTR	0.0030% Market Cap	0 Transactions sent
85	0xAEAe6e812E2492E0CCE3d31da528007e3F8C7225	231,198.999999999999 ASTR	0.0030% Market Cap	0 Transactions sent
86	0x589690814bEf0335eBd2DEf3fea45efB56287A67	230,221.82094846968716469 ASTR	0.0030% Market Cap	2213 Transactions sent
87	0xC26E44123aB65b24B9FaDD59790F88A7f4484559	230,200.010999999999 ASTR	0.0030% Market Cap	0 Transactions sent
88	0x188cef72D427e7C7adB16dCf482c3B2De7FBD0c9	229,548.905908395269180298 ASTR	0.0030% Market Cap	32 Transactions sent
89	0x745B9C5Aa4c9325E430264752827Ba052bA7d21A	228,000 ASTR	0.0030% Market Cap	0 Transactions sent
90	0x53FBfe4F63E468ecba42B07BF8494fe4db9b03d0	221,788.731279080002469415 ASTR	0.0029% Market Cap	176 Transactions sent
91	0xba4Ad12917a113303E6cEcC3F2608e75f1C075CB	221,360 ASTR	0.0029% Market Cap	0 Transactions sent
92	0x527D887c2c4240B81BA60c911913758f5aA9ea49	220,000 ASTR	0.0029% Market Cap	0 Transactions sent
93	0x7881eeEEDC8eD4292eB60eE74818665f1d676bcd	220,000 ASTR	0.0029% Market Cap	0 Transactions sent
94	0xb19bfc4c40A5e4B13B6096F060937aC6685974e7	218,072 ASTR	0.0029% Market Cap	0 Transactions sent
95	0xB28f355FD732364a9Bd2ea371e9334F84F19D913	216,658 ASTR	0.0028% Market Cap	0 Transactions sent
96	0xa04920fE8dC598D5620021E779CAB9D30D77F187	214,934.1 ASTR	0.0028% Market Cap	0 Transactions sent
97	0x182C0473D9bbC6326bC120784d4aE45694D285fF	214,109.999999999999 ASTR	0.0028% Market Cap	0 Transactions sent
98	0x5c2cA248267c1F578747d77Ae64AEe864bf982AB	211,045.802181331714130094 ASTR	0.0028% Market Cap	469 Transactions sent
99	0x2862d64CAf897De77dc44Fdc3bc6a99D6f3631F8	209,700 ASTR	0.0028% Market Cap	0 Transactions sent
100	0xdaf5AbF616E59B334d9fF07Bc10684CfaDB7fB90	209,700 ASTR	0.0028% Market Cap	0 Transactions sent
101	0x84917f24179B61294ab3EC42800314ae96673098	208,115 ASTR	0.0027% Market Cap	0 Transactions sent
102	0xae52bfbE757231DCC7d736b4641D791A9acabF82	207,595.499859281999 ASTR	0.0027% Market Cap	4 Transactions sent
103	0xAceed4E43Ba695dEc1AFCFcfC51055cD82f61ad6	207,417 ASTR	0.0027% Market Cap	0 Transactions sent
104	0x2d7991974eb4b30f85b420159f7869Fd2537C6DE	206,688.629531217316960943 ASTR	0.0027% Market Cap	44 Transactions sent
105	0xd4B33fa7a493593e9e4fbFC08e33Ca52761bB5c5	206,132 ASTR	0.0027% Market Cap	0 Transactions sent
106	0x4eBa92d8A57bC931baac12c9e276705DFC725715	204,598 ASTR	0.0027% Market Cap	0 Transactions sent
107	0x92100DFa63139FcefEaaf9790C64872a0eCc1046	203,072.8 ASTR	0.0027% Market Cap	0 Transactions sent
108	0xaD4A5a3bB037921ab13B04D884Dee8b90FE41D81	202,949.999999999999 ASTR	0.0027% Market Cap	0 Transactions sent
109	0x956D70507f2254e64210b8E156d3EB4d0087a5E8	202,600 ASTR	0.0027% Market Cap	0 Transactions sent
110	0xC93E535d796Dff10347e74F7e459853CB7225d93	201,650.402152593738622125 ASTR	0.0026% Market Cap	9996 Transactions sent
111	0xb758Bd4AD663D380D607357a7A067720b832146F	200,585.254904810798566414 ASTR	0.0026% Market Cap	31 Transactions sent
112	0xceBcab06784912cE8BB49908A8952a87cdCB9f95	200,000 ASTR	0.0026% Market Cap	0 Transactions sent
113	0xD2CFD16985f7383c46Af945fd4828286CbAf567d	200,000 ASTR	0.0026% Market Cap	0 Transactions sent
114	0xD8B40e44bF3bc27009E37e0f9c6D66228347feFE	199,998 ASTR	0.0026% Market Cap	0 Transactions sent
115	0xa284Fd4C0cE9deEEFCb82d9B0db67Aaed68aA0bc	197,500 ASTR	0.0026% Market Cap	0 Transactions sent
116	0x20d2F7ba581c1D34c3A97aFB9f759c332c6D3877	193,798.340285661748585373 ASTR	0.0025% Market Cap	13 Transactions sent
117	0x009096C78f1CbB59CdC7f9D8f6BABdE50Ff294a7	190,385.999999999999 ASTR	0.0025% Market Cap	0 Transactions sent
118	0x7B52cA0714814ca153deFadc731aB166Fe70A277	190,021.13835584700795511 ASTR	0.0025% Market Cap	57 Transactions sent
119	0x8063cc63AEa7D8Bb9656a4c00B628a16EA04643E	189,999.899999999999 ASTR	0.0025% Market Cap	0 Transactions sent
120	0x2E5075a843e7018039Dcd73a1B22977430FA2CC1	188,660 ASTR	0.0025% Market Cap	0 Transactions sent
121	0x1019d727e64Fb05C92eA1152D38676b0F69640a8	186,150 ASTR	0.0024% Market Cap	0 Transactions sent
122	0x9435b561F4cE76470062EE2421d835163268aaFC	185,627.992999999999 ASTR	0.0024% Market Cap	0 Transactions sent
123	0xf405ec7AffFC261f53B700D541214687c4A72Bd4	183,774.999999999999 ASTR	0.0024% Market Cap	0 Transactions sent
124	0xa8141206B6b9d122f0bFf10e1641e173A672e29D	182,145.219954831967748009 ASTR	0.0024% Market Cap	32 Transactions sent
125	0x083a5898edd7c0D6f60B1B823A14c2307A2178b3	180,000 ASTR	0.0024% Market Cap	0 Transactions sent
126	0x222BeE4b15f0B4a00e55d901B8413DD35257dE22	179,213.832918263788242099 ASTR	0.0024% Market Cap	462 Transactions sent
127	0x86edb6dA0a5fBaEe2B31164A80f95a28afd20f8A	179,129.999999999999 ASTR	0.0024% Market Cap	0 Transactions sent
128	0x080Eacd940dE209Ad7016FFE833CB42cBD135392	177,350.009999999999 ASTR	0.0023% Market Cap	0 Transactions sent
129	0xACE39b7cf33628DE3656d1239A15eDa2a174c61e	176,900 ASTR	0.0023% Market Cap	0 Transactions sent
130	0x3f23252d4Bd604C56A8d7bbbECB3b0f49C69BF55	170,249.910610580160571376 ASTR	0.0022% Market Cap	56 Transactions sent
131	0x3A31792bf3a60dA193D4Ae226d5102cB1f07769b	163,999.999999999999 ASTR	0.0022% Market Cap	0 Transactions sent
132	0x4296e6758e18468D34b4c6cE46e95C8E637D129D	162,778.099999999999 ASTR	0.0021% Market Cap	0 Transactions sent
133	0x5C4dd0c352E4Fa8829cE18dd5B65A85bAE5Ab9c1	161,117 ASTR	0.0021% Market Cap	0 Transactions sent
134	0x7DA5d6f62067Ff13AB9065B54034803B0e258806	157,620.999450180279 ASTR	0.0021% Market Cap	1 Transactions sent
135	0x4Ad9dE8BDD3Fa18337B43c4102647f1CaDb3AcBa	156,676 ASTR	0.0021% Market Cap	0 Transactions sent
136	0xa575Df55b3f5765b2BFD8DA3ac4ED1B3b6e3FD99	156,605.383573200180051518 ASTR	0.0021% Market Cap	28 Transactions sent
137	0xC0f1d84f0f782d9085E8c39Deda01864B656BDDd	155,970.999999999999 ASTR	0.0020% Market Cap	0 Transactions sent
138	0x6C2C14AC25bDD7558bC0e425Cc8B58DF0EEF59D5	155,540 ASTR	0.0020% Market Cap	0 Transactions sent
139	0x2412F8511EA0cC48A22b6E1926C51916E3FcCAE2	153,564.810457097279269963 ASTR	0.0020% Market Cap	13723 Transactions sent
140	0x10974df8F7a0F028044D45B1bd30c8Dc6c7e363A	153,418.999999999999 ASTR	0.0020% Market Cap	0 Transactions sent
141	0xe1DfB02c1ECe2ee39d37Bcd7c4a729bc4F40aA1C	152,497.999704116409565 ASTR	0.0020% Market Cap	2 Transactions sent
142	0xDCEDf3650D1C44D9F4999D72A4c40Ded6Fc2Ad64	152,300 ASTR	0.0020% Market Cap	0 Transactions sent
143	0x7A4Bd908353c8800a429ECa4bC738a445fB81F63	151,954.127 ASTR	0.0020% Market Cap	0 Transactions sent
144	0xF4924515146Bc0c0793f131d3980D9B48fF0c9F5	150,048.999999999999 ASTR	0.0020% Market Cap	0 Transactions sent
145	0xC0434Eb5B1D16d053b8da8b5e8e029d051ca78D5	150,000 ASTR	0.0020% Market Cap	0 Transactions sent
146	0x28046b3CDB72cE8EAc1e8953d17727f87dd6FF2F	149,999.999999999999 ASTR	0.0020% Market Cap	0 Transactions sent
147	0xd4a370434A42F7cA959a01b6Bd93C166bbb8D1AA	149,557.599999999999 ASTR	0.0020% Market Cap	0 Transactions sent
148	0x5086AAB72180b6CAF9AA9bC8137C164bB59f48FD	148,860 ASTR	0.0020% Market Cap	0 Transactions sent
149	0x74F02Fb8Fe01c172a68766DA5d5EdC49Ae0eeDCC	147,000 ASTR	0.0019% Market Cap	0 Transactions sent
150	0x347688f08f25Ae1ac0c22FD7064bC6eE887E50a3	142,700 ASTR	0.0019% Market Cap	0 Transactions sent
151	0xa86B1ba62d55C5F6e2C27a7A5426e928184fFc85	141,304 ASTR	0.0019% Market Cap	0 Transactions sent
152	0xB2927ffd2bbb0A73A317AB830e2dCCD5e30cb023	141,275.999999999999 ASTR	0.0019% Market Cap	0 Transactions sent
153	0xF07a752Eff385d5f18674F43c728df9D72D334B7	141,101 ASTR	0.0019% Market Cap	0 Transactions sent
154	0x5Ea9a39E8220758D07706c6039A2FCa9FE1752EA	140,990 ASTR	0.0019% Market Cap	0 Transactions sent
155	0xb7AD53801758651f412a0964725D60cbe0Ff5ad7	138,477.774231307883929537 ASTR	0.0018% Market Cap	56 Transactions sent
156	0xEa75e28B15cf25Ce2919B5BC9c55d809a65cC0A9	138,451.20407127725129382 ASTR	0.0018% Market Cap	89 Transactions sent
157	0x40c9afd96646dF172b6fA31211Fb51bf5144081e	136,243.206162706027831396 ASTR	0.0018% Market Cap	9 Transactions sent
158	0x36B158D687d7eF92f25d6591C64789c8cd8e85E7	135,239.999999999999 ASTR	0.0018% Market Cap	0 Transactions sent
159	0x3CD8C75548fF58C5CeAEbc23C8996D674aE3702A	134,399.401006769973241556 ASTR	0.0018% Market Cap	5 Transactions sent
160	0xb8cbf426f3E3B4a0c40Dbf850D69422117fEEEA2	132,439 ASTR	0.0017% Market Cap	0 Transactions sent
161	WETH9 (0xecc867–d390cd)	132,248.310987942497740702 ASTR	0.0017% Market Cap	0 Transactions sent
162	0x508CF80B8E8E537b4078dBFCC42cF2FC23db8F59	132,117.999999999999 ASTR	0.0017% Market Cap	0 Transactions sent
163	0xaa053B6Ca6aDbbCBf8383bC4aeD7eC8B2376231c	131,000 ASTR	0.0017% Market Cap	0 Transactions sent
164	0x2EF1eD9635Fb004d54eB04D49BdB63Fe12Df2f8b	128,858 ASTR	0.0017% Market Cap	0 Transactions sent
165	0xE03b3125EeE14adeBDFB59e276fcbc489e27E804	127,999.999999999999 ASTR	0.0017% Market Cap	0 Transactions sent
166	0x0a6C04ce39802FbD0e9bE776F8f95AB2665408e6	125,955 ASTR	0.0017% Market Cap	0 Transactions sent
167	0xdE35B0cE294f86433cD79241C9d7133f11105141	125,800 ASTR	0.0017% Market Cap	0 Transactions sent
168	0x18Fcf111E84bE2172859fbfD674e2fce140667Ac	124,687.077 ASTR	0.0016% Market Cap	0 Transactions sent
169	0xC21Ae41985584460055a66f618D824C3077BF3e3	123,899.999999999999 ASTR	0.0016% Market Cap	0 Transactions sent
170	0x9064197D379Cf99EBB6ec70b3A8518f2C73c193f	122,066.3 ASTR	0.0016% Market Cap	0 Transactions sent
171	0xD2f4803B22A2186c158D04E9568570D68264a7fD	121,065 ASTR	0.0016% Market Cap	0 Transactions sent
172	0x7EB8F7d7B8a3358c5Ec673d9f1CB9C10BCE28A68	120,958.639702862601 ASTR	0.0016% Market Cap	15 Transactions sent
173	0x1a3246DD437298ba1c9BC46E7a6507BBd66b05C9	120,927.999999999999 ASTR	0.0016% Market Cap	0 Transactions sent
174	0x6d6f646C70792f74727372790000000000000000	119,999.999999999999 ASTR	0.0016% Market Cap	0 Transactions sent
175	0x54F4C0A9d1A692EaA2C2c9BD726479CbD996dCB5	119,514 ASTR	0.0016% Market Cap	0 Transactions sent
176	0x2cdF5ad05715D3Aa224D353b070E8A4c319Ab997	119,347.528771655255942606 ASTR	0.0016% Market Cap	82 Transactions sent
177	0xe0C6c9DD28897401942936C7Ba39108C7A93F4A2	118,043 ASTR	0.0015% Market Cap	0 Transactions sent
178	0x7DBe28e793Cf29f07e69aA2980b8d30d566bF29E	117,375.412066394452406592 ASTR	0.0015% Market Cap	355 Transactions sent
179	0x2203C74a95a3616b503EcD20C72Fd648186A2e27	116,828 ASTR	0.0015% Market Cap	0 Transactions sent
180	0xC3130F83BdcF5E84f777d58580Ce99D811aea108	115,615.704099999999 ASTR	0.0015% Market Cap	0 Transactions sent
181	0x60dD76bf1674c88d14C04BC0b7C951ab06322B04	115,135 ASTR	0.0015% Market Cap	0 Transactions sent
182	0xb293928e7182FC472a45FB230c74C7af035C0731	114,875 ASTR	0.0015% Market Cap	0 Transactions sent
183	0x1e681736936f8d51225Eae86097b9ba83cB4Ff7B	113,275 ASTR	0.0015% Market Cap	0 Transactions sent
184	0x9DDCF125d16467bAC82577c618699EbB0918d3Bb	112,813.839117088232782 ASTR	0.0015% Market Cap	86 Transactions sent
185	0x669615B56Ef54b48ec711A1A03D5D480B14bf593	112,700.999499999999 ASTR	0.0015% Market Cap	0 Transactions sent
186	0xC8DB8d99121961D316d249b4D868D801deBD6e86	112,509.999999999999 ASTR	0.0015% Market Cap	0 Transactions sent
187	0x301BedF3bA46477A7546A0a85628d52b96BEb338	110,833.5 ASTR	0.0015% Market Cap	0 Transactions sent
188	0x30d1ae0Bc737306E18EfcB014b68c8DD1D42260b	110,810 ASTR	0.0015% Market Cap	0 Transactions sent
189	0x82875511842Fc12d617816F4030dD284da984EC5	110,358.204668793988255444 ASTR	0.0014% Market Cap	1535 Transactions sent
190	0x88ce14D5932b35fCB7fC0221A75BF05b61901ca7	110,227.356224282736044046 ASTR	0.0014% Market Cap	173 Transactions sent
191	0xb635f16C2C5a0B6314115fc5ef12Cf494d559678	110,095.51574068864548836 ASTR	0.0014% Market Cap	259 Transactions sent
192	0x6f16066cB8A92d69BE8578b780f87a9EDf5E5429	110,017.999999999999 ASTR	0.0014% Market Cap	0 Transactions sent
193	0xa0fdbB9d843e0E25E2bc22785e9ada3aae6cc70e	110,000 ASTR	0.0014% Market Cap	0 Transactions sent
194	0xac329e4915332095C45e35F1862ea97994770C76	110,000 ASTR	0.0014% Market Cap	0 Transactions sent
195	0x81B32666d9ed976eE85AA5cBd9b3cC177320E82d	109,450.994999999999 ASTR	0.0014% Market Cap	0 Transactions sent
196	0x462BCF9F9Dd961A5723BeD64cC18862BA6dF9Ad9	107,360 ASTR	0.0014% Market Cap	0 Transactions sent
197	0x7aA2b9bC50DD7AfF9e38c22ECD55c55A892D08d2	106,945.199999999999 ASTR	0.0014% Market Cap	0 Transactions sent
198	0x8433aB2e1ADA48ab950ce8D884325eE87adE79A0	106,639 ASTR	0.0014% Market Cap	0 Transactions sent
199	0x2c1bD3c3CD391DF7655956B55316C2dEEB67Ec9e	106,185.999999999999 ASTR	0.0014% Market Cap	0 Transactions sent
200	0x586ac871C39a9b2E4aE07614cf64A0546Bf214c9	105,960 ASTR	0.0014% Market Cap	0 Transactions sent
201	0x14B00Bb23944F2e2977F63c301B0C9125e53abdC	105,488 ASTR	0.0014% Market Cap	0 Transactions sent
202	0xEcde048367a0f6f673a48A3e298499e25Bdd5C7b	104,439.999999999999 ASTR	0.0014% Market Cap	0 Transactions sent
203	0x984BD15697eADC2C5BCbB20A2784A191B1C46897	104,260 ASTR	0.0014% Market Cap	0 Transactions sent
204	0x4c77CEbeAc4321A14cb5175BaA1218Be3F2AccFd	102,659.906139683534591962 ASTR	0.0013% Market Cap	2 Transactions sent
205	0x6bEc0BCA2F15876f675f2C38958Ff986551e4db1	102,113.137058489999 ASTR	0.0013% Market Cap	1 Transactions sent
206	0xA03282468b0e2315715F33E25183C94af720Ed07	102,025.925 ASTR	0.0013% Market Cap	0 Transactions sent
207	0x7eEc689aB517884A4e784dE70Dd989e04430081b	101,575.999999999999 ASTR	0.0013% Market Cap	0 Transactions sent
208	0xFe7C6b9e402f18DaacB6394D117FCe3ABAD2D1E9	101,153.999678824801 ASTR	0.0013% Market Cap	0 Transactions sent
209	0x37997356c7e71f5Ca15C7cDed4bBd542FC2441Ff	100,201.680598790083376434 ASTR	0.0013% Market Cap	84 Transactions sent
210	0x773BA88A6Fb53C0a408D451974E7018f70Ea90f6	100,114.999943299999 ASTR	0.0013% Market Cap	1 Transactions sent
211	0xe2a6C50D5f6515ea8fe09feF3977Ec22553F5d10	100,000.999899999999 ASTR	0.0013% Market Cap	0 Transactions sent
212	0x4c888064140669c05f385eFdA01C9C4D6E9D2DfE	100,000.499920976867089863 ASTR	0.0013% Market Cap	54 Transactions sent
213	0x30e9bcb6A2331Bb1679FF55aDB79d1a11C9847f4	100,000 ASTR	0.0013% Market Cap	0 Transactions sent
214	0x3679ee4c8a16829C1Df4a11BFcCdf75e48Bb38A3	100,000 ASTR	0.0013% Market Cap	0 Transactions sent
